Flight_ID,Flight_Number,Origin_Airport,Destination_Airport,Aircraft_ID,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Flight_Status,Distance_KM,Delay_Minutes
FL-002541,SV-425,JED,RUH,AC-012,2024-09-16 03:51:00,2024-09-16 04:04:00,2024-09-16 05:33:00,2024-09-16 05:46:00,On-Time,1235,13
FL-002542,SV-913,IST,DXB,AC-047,2025-04-16 15:01:00,2025-04-16 15:07:00,2025-04-16 15:35:00,2025-04-16 15:41:00,On-Time,411,6
FL-002543,SV-597,DMM,LHR,AC-021,2025-12-14 18:48:00,2025-12-14 18:50:00,2025-12-15 02:37:00,2025-12-15 02:39:00,On-Time,5638,2
FL-002544,SV-463,DXB,JED,AC-046,2024-08-24 17:54:00,,2024-08-24 22:33:00,,Cancelled,3355,0
FL-002545,SV-990,RUH,DMM,AC-014,2024-12-02 10:40:00,2024-12-02 10:45:00,2024-12-02 16:16:00,2024-12-02 16:21:00,On-Time,4037,5
FL-002546,SV-526,JED,CDG,AC-016,2025-10-06 01:57:00,2025-10-06 02:04:00,2025-10-06 08:54:00,2025-10-06 09:01:00,On-Time,5013,7
FL-002547,SV-120,JFK,JED,AC-039,2025-08-13 14:18:00,2025-08-13 14:18:00,2025-08-13 22:43:00,2025-08-13 22:34:00,On-Time,6069,0
FL-002548,SV-506,RUH,LHR,AC-041,2024-06-24 15:13:00,2024-06-24 15:15:00,2024-06-24 21:00:00,2024-06-24 21:02:00,On-Time,4170,2
FL-002549,SV-718,CDG,DXB,AC-050,2025-12-04 13:35:00,2025-12-04 13:36:00,2025-12-04 18:43:00,2025-12-04 18:44:00,On-Time,3700,1
FL-002550,SV-435,JFK,JED,AC-033,2024-06-01 16:44:00,2024-06-01 16:44:00,2024-06-02 00:53:00,2024-06-02 00:43:00,On-Time,5875,0
FL-002551,SV-914,JFK,DXB,AC-015,2024-05-06 13:19:00,2024-05-06 13:31:00,2024-05-06 18:32:00,2024-05-06 18:44:00,On-Time,3762,12
FL-002552,SV-216,LHR,CDG,AC-036,2025-10-15 11:07:00,2025-10-15 12:07:00,2025-10-15 18:15:00,2025-10-15 19:15:00,Delayed,5145,60
FL-002553,SV-223,JED,DMM,AC-042,2025-08-07 10:13:00,2025-08-07 10:13:00,2025-08-07 16:02:00,2025-08-07 16:00:00,On-Time,4195,0
FL-002554,SV-498,JED,LHR,AC-030,2024-09-24 09:04:00,2024-09-24 09:09:00,2024-09-24 12:11:00,2024-09-24 12:16:00,On-Time,2254,5
FL-002555,SV-892,IST,DXB,AC-017,2025-03-20 23:20:00,2025-03-20 23:20:00,2025-03-21 00:23:00,2025-03-21 00:20:00,On-Time,759,0
FL-002556,SV-903,RUH,LHR,AC-026,2025-09-12 16:48:00,2025-09-12 18:22:00,2025-09-12 21:29:00,2025-09-12 23:03:00,Delayed,3372,94
FL-002557,SV-814,IST,LHR,AC-024,2024-06-01 17:42:00,2024-06-01 17:47:00,2024-06-01 20:25:00,2024-06-01 20:30:00,On-Time,1956,5
FL-002558,SV-150,IST,JFK,AC-009,2024-09-10 03:13:00,2024-09-10 04:46:00,2024-09-10 06:52:00,2024-09-10 08:25:00,Delayed,2638,93
FL-002559,SV-882,RUH,DMM,AC-009,2024-01-11 07:32:00,,2024-01-11 12:26:00,,Cancelled,3529,0
FL-002560,SV-423,RUH,CDG,AC-021,2025-07-07 01:58:00,2025-07-07 01:58:00,2025-07-07 10:31:00,2025-07-07 10:22:00,On-Time,6159,0
FL-002561,SV-888,IST,DMM,AC-029,2025-01-18 02:49:00,2025-01-18 02:59:00,2025-01-18 10:28:00,2025-01-18 10:38:00,On-Time,5509,10
FL-002562,SV-240,CDG,DXB,AC-036,2024-11-20 23:58:00,2024-11-20 23:58:00,2024-11-21 07:04:00,2024-11-21 06:54:00,On-Time,5116,0
FL-002563,SV-569,JED,IST,AC-028,2025-02-25 23:05:00,2025-02-25 23:07:00,2025-02-26 03:33:00,2025-02-26 03:35:00,On-Time,3221,2
FL-002564,SV-886,JFK,CDG,AC-012,2025-07-29 14:19:00,2025-07-29 14:32:00,2025-07-29 18:10:00,2025-07-29 18:23:00,On-Time,2779,13
FL-002565,SV-901,JFK,CDG,AC-046,2024-05-31 14:07:00,2024-05-31 14:07:00,2024-05-31 22:41:00,2024-05-31 22:35:00,On-Time,6173,0
FL-002566,SV-433,RUH,CDG,AC-019,2025-01-31 08:53:00,2025-01-31 09:03:00,2025-01-31 10:55:00,2025-01-31 11:05:00,On-Time,1466,10
FL-002567,SV-992,JFK,IST,AC-047,2024-08-10 07:37:00,2024-08-10 07:50:00,2024-08-10 12:17:00,2024-08-10 12:30:00,On-Time,3363,13
FL-002568,SV-472,RUH,CDG,AC-036,2025-10-30 09:45:00,2025-10-30 10:11:00,2025-10-30 16:06:00,2025-10-30 16:32:00,Delayed,4583,26
FL-002569,SV-663,DXB,JED,AC-037,2025-09-26 16:24:00,2025-09-26 16:26:00,2025-09-26 23:07:00,2025-09-26 23:09:00,On-Time,4846,2
FL-002570,SV-593,DMM,IST,AC-047,2024-12-16 16:01:00,2024-12-16 16:32:00,2024-12-16 19:10:00,2024-12-16 19:41:00,Delayed,2273,31
FL-002571,SV-638,JFK,RUH,AC-009,2025-08-11 06:35:00,2025-08-11 06:49:00,2025-08-11 10:22:00,2025-08-11 10:36:00,On-Time,2733,14
FL-002572,SV-768,DXB,DMM,AC-009,2024-09-05 08:39:00,2024-09-05 09:23:00,2024-09-05 17:47:00,2024-09-05 18:31:00,Delayed,6579,44
FL-002573,SV-850,JED,DMM,AC-006,2024-06-10 03:42:00,2024-06-10 03:52:00,2024-06-10 10:11:00,2024-06-10 10:21:00,On-Time,4676,10
FL-002574,SV-255,DXB,JFK,AC-043,2025-03-19 15:37:00,2025-03-19 15:37:00,2025-03-19 21:33:00,2025-03-19 21:31:00,On-Time,4280,0
FL-002575,SV-390,LHR,DXB,AC-014,2024-08-14 07:04:00,2024-08-14 07:15:00,2024-08-14 12:06:00,2024-08-14 12:17:00,On-Time,3634,11
FL-002576,SV-747,DXB,DMM,AC-013,2024-03-27 16:41:00,2024-03-27 17:31:00,2024-03-27 23:49:00,2024-03-28 00:39:00,Delayed,5147,50
FL-002577,SV-243,DXB,JFK,AC-046,2024-01-09 03:30:00,2024-01-09 03:37:00,2024-01-09 07:06:00,2024-01-09 07:13:00,On-Time,2595,7
FL-002578,SV-205,DXB,CDG,AC-038,2024-10-31 22:13:00,2024-11-01 01:01:00,2024-10-31 23:11:00,2024-11-01 01:59:00,Delayed,707,168
FL-002579,SV-519,IST,DXB,AC-047,2025-12-24 03:56:00,2025-12-24 04:02:00,2025-12-24 04:36:00,2025-12-24 04:42:00,On-Time,480,6
FL-002580,SV-769,CDG,JFK,AC-043,2024-05-14 12:56:00,2024-05-14 12:56:00,2024-05-14 18:33:00,2024-05-14 18:23:00,On-Time,4046,0
FL-002581,SV-757,JED,JFK,AC-042,2025-10-18 20:00:00,2025-10-18 20:00:00,2025-10-18 20:48:00,2025-10-18 20:38:00,On-Time,584,0
FL-002582,SV-101,IST,RUH,AC-016,2025-10-13 03:15:00,2025-10-13 03:15:00,2025-10-13 05:44:00,2025-10-13 05:44:00,On-Time,1789,0
FL-002583,SV-688,JED,DMM,AC-039,2024-02-05 07:07:00,2024-02-05 07:10:00,2024-02-05 09:47:00,2024-02-05 09:50:00,On-Time,1920,3
FL-002584,SV-743,LHR,RUH,AC-033,2025-11-06 00:09:00,2025-11-06 01:57:00,2025-11-06 08:00:00,2025-11-06 09:48:00,Delayed,5663,108
FL-002585,SV-189,RUH,DMM,AC-028,2024-02-29 10:29:00,2024-02-29 12:38:00,2024-02-29 20:03:00,2024-02-29 22:12:00,Delayed,6890,129
FL-002586,SV-444,IST,DXB,AC-048,2024-07-22 22:12:00,2024-07-22 22:12:00,2024-07-23 01:05:00,2024-07-23 01:01:00,On-Time,2082,0
FL-002587,SV-449,JFK,LHR,AC-024,2025-08-24 15:40:00,2025-08-24 15:50:00,2025-08-25 01:22:00,2025-08-25 01:32:00,On-Time,6989,10
FL-002588,SV-558,JED,DMM,AC-002,2025-01-25 03:56:00,2025-01-25 04:06:00,2025-01-25 08:21:00,2025-01-25 08:31:00,On-Time,3182,10
FL-002589,SV-362,JFK,DXB,AC-049,2024-07-24 15:42:00,2024-07-24 15:51:00,2024-07-24 18:59:00,2024-07-24 19:08:00,On-Time,2375,9
FL-002590,SV-450,CDG,DXB,AC-032,2024-07-03 04:34:00,2024-07-03 04:34:00,2024-07-03 08:49:00,2024-07-03 08:43:00,On-Time,3064,0
FL-002591,SV-207,LHR,DXB,AC-020,2024-04-22 09:49:00,2024-04-22 10:01:00,2024-04-22 16:15:00,2024-04-22 16:27:00,On-Time,4636,12
FL-002592,SV-685,DXB,IST,AC-013,2025-12-23 03:52:00,2025-12-23 03:52:00,2025-12-23 04:56:00,2025-12-23 04:49:00,On-Time,779,0
FL-002593,SV-138,LHR,DXB,AC-028,2024-04-01 19:10:00,2024-04-01 19:51:00,2024-04-01 20:57:00,2024-04-01 21:38:00,Delayed,1295,41
FL-002594,SV-258,CDG,DMM,AC-007,2025-07-16 20:15:00,2025-07-16 20:15:00,2025-07-16 22:35:00,2025-07-16 22:33:00,On-Time,1685,0
FL-002595,SV-682,JFK,DXB,AC-033,2024-03-04 03:06:00,2024-03-04 03:07:00,2024-03-04 07:39:00,2024-03-04 07:40:00,On-Time,3276,1
FL-002596,SV-411,JFK,JED,AC-002,2025-07-25 09:10:00,2025-07-25 09:10:00,2025-07-25 12:55:00,2025-07-25 12:47:00,On-Time,2702,0
FL-002597,SV-340,CDG,IST,AC-050,2024-09-09 15:48:00,2024-09-09 15:59:00,2024-09-09 19:10:00,2024-09-09 19:21:00,On-Time,2425,11
FL-002598,SV-544,LHR,JFK,AC-046,2025-03-19 03:35:00,2025-03-19 03:43:00,2025-03-19 10:41:00,2025-03-19 10:49:00,On-Time,5118,8
FL-002599,SV-397,RUH,CDG,AC-037,2024-05-19 21:45:00,2024-05-19 21:48:00,2024-05-20 03:43:00,2024-05-20 03:46:00,On-Time,4306,3
FL-002600,SV-135,JFK,CDG,AC-034,2025-06-06 00:13:00,2025-06-06 02:55:00,2025-06-06 03:44:00,2025-06-06 06:26:00,Delayed,2533,162
FL-002601,SV-183,CDG,JED,AC-008,2024-03-26 11:36:00,2024-03-26 11:36:00,2024-03-26 16:56:00,2024-03-26 16:53:00,On-Time,3846,0
FL-002602,SV-551,DMM,IST,AC-036,2024-10-27 14:01:00,2024-10-27 14:04:00,2024-10-27 23:36:00,2024-10-27 23:39:00,On-Time,6906,3
FL-002603,SV-985,DXB,IST,AC-005,2025-02-18 01:49:00,2025-02-18 01:51:00,2025-02-18 08:32:00,2025-02-18 08:34:00,On-Time,4839,2
FL-002604,SV-874,CDG,DXB,AC-002,2024-12-21 04:38:00,2024-12-21 04:48:00,2024-12-21 10:16:00,2024-12-21 10:26:00,On-Time,4060,10
FL-002605,SV-921,CDG,JFK,AC-050,2025-02-15 05:06:00,2025-02-15 05:09:00,2025-02-15 11:46:00,2025-02-15 11:49:00,On-Time,4806,3
FL-002606,SV-484,DMM,IST,AC-012,2025-04-26 07:54:00,2025-04-26 07:59:00,2025-04-26 08:58:00,2025-04-26 09:03:00,On-Time,774,5
FL-002607,SV-271,JFK,LHR,AC-040,2024-01-09 13:38:00,2024-01-09 13:52:00,2024-01-09 22:43:00,2024-01-09 22:57:00,On-Time,6548,14
FL-002608,SV-475,JED,JFK,AC-041,2025-08-12 09:49:00,2025-08-12 10:00:00,2025-08-12 17:44:00,2025-08-12 17:55:00,On-Time,5704,11
FL-002609,SV-784,LHR,RUH,AC-039,2025-02-20 10:03:00,2025-02-20 10:05:00,2025-02-20 18:48:00,2025-02-20 18:50:00,On-Time,6301,2
FL-002610,SV-461,RUH,JFK,AC-030,2025-02-26 12:50:00,2025-02-26 13:23:00,2025-02-26 15:45:00,2025-02-26 16:18:00,Delayed,2109,33
FL-002611,SV-658,DMM,DXB,AC-006,2024-02-19 06:53:00,2024-02-19 06:53:00,2024-02-19 07:58:00,2024-02-19 07:58:00,On-Time,785,0
FL-002612,SV-990,DMM,CDG,AC-007,2025-01-30 11:06:00,2025-01-30 11:06:00,2025-01-30 12:16:00,2025-01-30 12:15:00,On-Time,848,0
FL-002613,SV-240,JED,RUH,AC-039,2024-12-08 10:28:00,2024-12-08 11:19:00,2024-12-08 19:11:00,2024-12-08 20:02:00,Delayed,6284,51
FL-002614,SV-986,JFK,LHR,AC-041,2024-12-15 04:22:00,2024-12-15 04:22:00,2024-12-15 11:55:00,2024-12-15 11:55:00,On-Time,5440,0
FL-002615,SV-217,JED,DMM,AC-018,2024-07-28 13:47:00,2024-07-28 13:52:00,2024-07-28 18:20:00,2024-07-28 18:25:00,On-Time,3279,5
FL-002616,SV-376,RUH,CDG,AC-002,2025-12-11 07:40:00,2025-12-11 08:01:00,2025-12-11 16:20:00,2025-12-11 16:41:00,Delayed,6245,21
FL-002617,SV-825,JFK,IST,AC-040,2024-06-09 00:55:00,2024-06-09 00:55:00,2024-06-09 02:36:00,2024-06-09 02:34:00,On-Time,1212,0
FL-002618,SV-319,DMM,DXB,AC-004,2025-04-12 19:20:00,2025-04-12 19:27:00,2025-04-13 02:58:00,2025-04-13 03:05:00,On-Time,5507,7
FL-002619,SV-125,DMM,RUH,AC-035,2025-03-03 19:32:00,2025-03-03 19:43:00,2025-03-04 05:14:00,2025-03-04 05:25:00,On-Time,6994,11
FL-002620,SV-620,CDG,RUH,AC-003,2024-11-13 10:40:00,,2024-11-13 15:50:00,,Cancelled,3730,0
FL-002621,SV-882,LHR,JFK,AC-011,2025-01-28 18:53:00,2025-01-28 18:54:00,2025-01-28 23:39:00,2025-01-28 23:40:00,On-Time,3433,1
FL-002622,SV-109,RUH,DMM,AC-030,2025-09-06 14:27:00,2025-09-06 14:29:00,2025-09-06 19:26:00,2025-09-06 19:28:00,On-Time,3591,2
FL-002623,SV-477,CDG,LHR,AC-008,2025-08-26 21:31:00,2025-08-26 22:41:00,2025-08-26 22:40:00,2025-08-26 23:50:00,Delayed,829,70
FL-002624,SV-732,CDG,RUH,AC-010,2025-12-04 12:54:00,2025-12-04 15:57:00,2025-12-04 15:47:00,2025-12-04 18:50:00,Delayed,2081,183
FL-002625,SV-736,DMM,LHR,AC-019,2024-01-10 14:37:00,2024-01-10 14:41:00,2024-01-10 18:10:00,2024-01-10 18:14:00,On-Time,2558,4
FL-002626,SV-781,JED,CDG,AC-021,2024-09-11 19:30:00,2024-09-11 20:23:00,2024-09-12 01:58:00,2024-09-12 02:51:00,Delayed,4663,53
FL-002627,SV-683,DMM,IST,AC-047,2025-02-11 17:58:00,2025-02-11 18:12:00,2025-02-11 18:46:00,2025-02-11 19:00:00,On-Time,580,14
FL-002628,SV-251,JED,CDG,AC-008,2025-07-29 15:28:00,2025-07-29 15:28:00,2025-07-29 17:13:00,2025-07-29 17:03:00,On-Time,1262,0
FL-002629,SV-819,JED,DXB,AC-007,2024-11-25 11:56:00,2024-11-25 12:31:00,2024-11-25 14:26:00,2024-11-25 15:01:00,Delayed,1803,35
FL-002630,SV-148,DXB,LHR,AC-037,2024-02-21 02:16:00,2024-02-21 03:05:00,2024-02-21 02:52:00,2024-02-21 03:41:00,Delayed,433,49
FL-002631,SV-253,DXB,IST,AC-037,2024-04-11 19:35:00,2024-04-11 21:43:00,2024-04-11 22:49:00,2024-04-12 00:57:00,Delayed,2337,128
FL-002632,SV-958,CDG,LHR,AC-002,2025-11-11 12:54:00,2025-11-11 16:11:00,2025-11-11 15:53:00,2025-11-11 19:10:00,Delayed,2149,197
FL-002633,SV-392,DXB,JFK,AC-027,2024-06-25 13:06:00,2024-06-25 13:06:00,2024-06-25 17:55:00,2024-06-25 17:47:00,On-Time,3477,0
FL-002634,SV-679,JFK,LHR,AC-049,2024-07-14 07:00:00,2024-07-14 07:14:00,2024-07-14 08:05:00,2024-07-14 08:19:00,On-Time,787,14
FL-002635,SV-149,JFK,DXB,AC-026,2024-11-17 10:08:00,2024-11-17 10:11:00,2024-11-17 14:39:00,2024-11-17 14:42:00,On-Time,3257,3
FL-002636,SV-763,CDG,JED,AC-022,2025-03-26 03:22:00,2025-03-26 04:21:00,2025-03-26 11:56:00,2025-03-26 12:55:00,Delayed,6179,59
FL-002637,SV-630,DMM,LHR,AC-037,2024-11-06 23:14:00,2024-11-06 23:20:00,2024-11-07 08:00:00,2024-11-07 08:06:00,On-Time,6320,6
FL-002638,SV-711,DMM,JFK,AC-012,2024-10-12 19:56:00,2024-10-12 20:06:00,2024-10-13 00:33:00,2024-10-13 00:43:00,On-Time,3328,10
FL-002639,SV-159,JED,CDG,AC-050,2025-12-14 08:21:00,2025-12-14 08:27:00,2025-12-14 15:38:00,2025-12-14 15:44:00,On-Time,5246,6
FL-002640,SV-266,JFK,JED,AC-049,2024-09-24 20:18:00,2024-09-24 21:08:00,2024-09-25 04:39:00,2024-09-25 05:29:00,Delayed,6022,50
FL-002641,SV-301,CDG,DXB,AC-048,2025-11-06 05:30:00,2025-11-06 05:30:00,2025-11-06 12:04:00,2025-11-06 11:56:00,On-Time,4729,0
FL-002642,SV-956,DMM,CDG,AC-027,2025-07-27 08:31:00,2025-07-27 09:46:00,2025-07-27 11:44:00,2025-07-27 12:59:00,Delayed,2318,75
FL-002643,SV-245,JFK,CDG,AC-043,2024-04-14 21:22:00,2024-04-14 21:33:00,2024-04-15 00:07:00,2024-04-15 00:18:00,On-Time,1986,11
FL-002644,SV-775,RUH,CDG,AC-050,2025-09-27 02:35:00,2025-09-27 02:52:00,2025-09-27 04:09:00,2025-09-27 04:26:00,Delayed,1130,17
FL-002645,SV-538,JED,LHR,AC-045,2025-02-01 12:59:00,2025-02-01 13:04:00,2025-02-01 17:13:00,2025-02-01 17:18:00,On-Time,3053,5
FL-002646,SV-341,DXB,RUH,AC-047,2024-03-03 18:12:00,2024-03-03 18:12:00,2024-03-04 00:49:00,2024-03-04 00:47:00,On-Time,4770,0
FL-002647,SV-680,CDG,DXB,AC-041,2025-04-07 19:56:00,2025-04-07 20:01:00,2025-04-08 05:27:00,2025-04-08 05:32:00,On-Time,6859,5
FL-002648,SV-786,JFK,DMM,AC-002,2025-04-06 20:01:00,2025-04-06 20:13:00,2025-04-07 00:15:00,2025-04-07 00:27:00,On-Time,3053,12
FL-002649,SV-660,DMM,IST,AC-048,2025-12-12 07:03:00,2025-12-12 08:09:00,2025-12-12 14:50:00,2025-12-12 15:56:00,Delayed,5613,66
FL-002650,SV-582,CDG,DXB,AC-042,2024-07-21 04:46:00,2024-07-21 04:46:00,2024-07-21 09:15:00,2024-07-21 09:06:00,On-Time,3231,0
FL-002651,SV-207,CDG,LHR,AC-039,2024-02-20 16:34:00,2024-02-20 16:48:00,2024-02-20 21:01:00,2024-02-20 21:15:00,On-Time,3211,14
FL-002652,SV-325,IST,CDG,AC-011,2024-05-12 23:52:00,2024-05-12 23:57:00,2024-05-13 05:06:00,2024-05-13 05:11:00,On-Time,3770,5
FL-002653,SV-772,IST,RUH,AC-031,2024-07-15 01:24:00,2024-07-15 02:04:00,2024-07-15 09:43:00,2024-07-15 10:23:00,Delayed,5997,40
FL-002654,SV-730,JED,DMM,AC-034,2024-10-29 09:13:00,2024-10-29 09:13:00,2024-10-29 09:48:00,2024-10-29 09:39:00,On-Time,422,0
FL-002655,SV-760,LHR,JED,AC-009,2025-06-14 14:20:00,2025-06-14 14:34:00,2025-06-14 19:51:00,2025-06-14 20:05:00,On-Time,3978,14
FL-002656,SV-761,JED,DXB,AC-040,2024-05-30 00:19:00,2024-05-30 00:23:00,2024-05-30 08:16:00,2024-05-30 08:20:00,On-Time,5733,4
FL-002657,SV-531,RUH,JED,AC-032,2025-01-16 14:08:00,2025-01-16 15:29:00,2025-01-16 21:53:00,2025-01-16 23:14:00,Delayed,5589,81
FL-002658,SV-904,JED,DMM,AC-049,2025-07-28 09:22:00,2025-07-28 09:58:00,2025-07-28 15:25:00,2025-07-28 16:01:00,Delayed,4356,36
FL-002659,SV-754,IST,DMM,AC-041,2025-05-15 06:52:00,2025-05-15 06:52:00,2025-05-15 14:22:00,2025-05-15 14:20:00,On-Time,5406,0
FL-002660,SV-518,IST,LHR,AC-025,2024-02-08 08:31:00,2024-02-08 08:31:00,2024-02-08 15:01:00,2024-02-08 15:01:00,On-Time,4683,0
FL-002661,SV-554,DXB,CDG,AC-045,2024-03-09 10:45:00,2024-03-09 10:45:00,2024-03-09 13:08:00,2024-03-09 13:02:00,On-Time,1722,0
FL-002662,SV-259,DXB,JED,AC-018,2025-10-15 13:43:00,2025-10-15 14:12:00,2025-10-15 20:17:00,2025-10-15 20:46:00,Delayed,4730,29
FL-002663,SV-622,JFK,RUH,AC-034,2025-05-19 16:11:00,2025-05-19 16:12:00,2025-05-20 00:06:00,2025-05-20 00:07:00,On-Time,5701,1
FL-002664,SV-749,JFK,DMM,AC-029,2024-09-05 14:45:00,2024-09-05 14:45:00,2024-09-05 21:18:00,2024-09-05 21:18:00,On-Time,4716,0
FL-002665,SV-689,DMM,IST,AC-019,2024-11-21 05:29:00,2024-11-21 05:38:00,2024-11-21 12:45:00,2024-11-21 12:54:00,On-Time,5240,9
FL-002666,SV-176,DMM,RUH,AC-005,2024-09-26 00:29:00,2024-09-26 01:53:00,2024-09-26 03:41:00,2024-09-26 05:05:00,Delayed,2305,84
FL-002667,SV-608,JED,IST,AC-010,2025-09-08 10:45:00,2025-09-08 10:58:00,2025-09-08 19:18:00,2025-09-08 19:31:00,On-Time,6156,13
FL-002668,SV-540,DXB,IST,AC-025,2025-08-10 06:20:00,2025-08-10 06:26:00,2025-08-10 13:21:00,2025-08-10 13:27:00,On-Time,5063,6
FL-002669,SV-353,JED,RUH,AC-038,2025-12-16 16:52:00,2025-12-16 18:03:00,2025-12-17 01:41:00,2025-12-17 02:52:00,Delayed,6358,71
FL-002670,SV-869,CDG,JFK,AC-047,2024-09-25 12:15:00,2024-09-25 12:20:00,2024-09-25 19:39:00,2024-09-25 19:44:00,On-Time,5338,5
FL-002671,SV-419,DXB,RUH,AC-050,2024-02-03 11:11:00,2024-02-03 11:12:00,2024-02-03 15:59:00,2024-02-03 16:00:00,On-Time,3461,1
FL-002672,SV-902,CDG,DXB,AC-011,2025-08-30 23:02:00,2025-08-30 23:23:00,2025-08-30 23:43:00,2025-08-31 00:04:00,Delayed,497,21
FL-002673,SV-362,JED,LHR,AC-013,2024-09-02 06:09:00,2024-09-02 06:21:00,2024-09-02 15:11:00,2024-09-02 15:23:00,On-Time,6514,12
FL-002674,SV-696,JFK,IST,AC-041,2024-10-11 21:50:00,2024-10-11 21:55:00,2024-10-12 00:11:00,2024-10-12 00:16:00,On-Time,1701,5
FL-002675,SV-757,IST,CDG,AC-024,2025-01-22 13:24:00,2025-01-22 13:24:00,2025-01-22 18:37:00,2025-01-22 18:36:00,On-Time,3762,0
FL-002676,SV-934,JFK,RUH,AC-002,2025-03-11 01:25:00,2025-03-11 01:30:00,2025-03-11 07:45:00,2025-03-11 07:50:00,On-Time,4571,5
FL-002677,SV-653,LHR,JED,AC-049,2024-01-02 08:45:00,2024-01-02 08:45:00,2024-01-02 12:55:00,2024-01-02 12:45:00,On-Time,3007,0
FL-002678,SV-473,IST,CDG,AC-011,2025-08-18 03:06:00,2025-08-18 03:08:00,2025-08-18 05:14:00,2025-08-18 05:16:00,On-Time,1547,2
FL-002679,SV-736,LHR,JFK,AC-030,2025-04-03 19:08:00,2025-04-03 20:36:00,2025-04-04 02:53:00,2025-04-04 04:21:00,Delayed,5586,88
FL-002680,SV-266,LHR,CDG,AC-002,2024-12-17 15:24:00,2024-12-17 15:42:00,2024-12-17 19:20:00,2024-12-17 19:38:00,Delayed,2843,18
FL-002681,SV-852,DMM,JFK,AC-046,2025-05-27 10:01:00,2025-05-27 10:01:00,2025-05-27 18:53:00,2025-05-27 18:53:00,On-Time,6388,0
FL-002682,SV-558,JFK,CDG,AC-039,2024-09-10 11:56:00,2024-09-10 11:59:00,2024-09-10 17:46:00,2024-09-10 17:49:00,On-Time,4208,3
FL-002683,SV-379,JED,DMM,AC-010,2025-05-12 11:39:00,2025-05-12 11:40:00,2025-05-12 13:08:00,2025-05-12 13:09:00,On-Time,1076,1
FL-002684,SV-799,JED,JFK,AC-020,2025-04-14 06:23:00,2025-04-14 06:32:00,2025-04-14 10:14:00,2025-04-14 10:23:00,On-Time,2780,9
FL-002685,SV-401,LHR,CDG,AC-007,2025-12-04 01:39:00,2025-12-04 01:50:00,2025-12-04 11:19:00,2025-12-04 11:30:00,On-Time,6960,11
FL-002686,SV-630,DMM,JFK,AC-034,2024-06-07 01:20:00,2024-06-07 01:20:00,2024-06-07 07:50:00,2024-06-07 07:48:00,On-Time,4686,0
FL-002687,SV-679,DMM,CDG,AC-007,2024-06-02 14:49:00,2024-06-02 14:52:00,2024-06-02 19:32:00,2024-06-02 19:35:00,On-Time,3401,3
FL-002688,SV-317,LHR,JFK,AC-006,2025-02-09 13:06:00,2025-02-09 13:06:00,2025-02-09 17:22:00,2025-02-09 17:20:00,On-Time,3083,0
FL-002689,SV-201,IST,JED,AC-031,2025-05-09 23:18:00,2025-05-09 23:21:00,2025-05-10 02:24:00,2025-05-10 02:27:00,On-Time,2234,3
FL-002690,SV-653,JED,IST,AC-034,2025-03-31 15:19:00,2025-03-31 17:04:00,2025-03-31 18:52:00,2025-03-31 20:37:00,Delayed,2557,105
FL-002691,SV-387,DMM,IST,AC-021,2025-07-09 00:25:00,2025-07-09 02:19:00,2025-07-09 06:49:00,2025-07-09 08:43:00,Delayed,4611,114
FL-002692,SV-266,DXB,IST,AC-044,2024-01-12 05:33:00,2024-01-12 06:28:00,2024-01-12 08:02:00,2024-01-12 08:57:00,Delayed,1789,55
FL-002693,SV-720,DXB,CDG,AC-035,2025-05-05 02:26:00,2025-05-05 04:12:00,2025-05-05 09:56:00,2025-05-05 11:42:00,Delayed,5402,106
FL-002694,SV-135,RUH,DXB,AC-025,2024-09-30 10:22:00,2024-09-30 10:43:00,2024-09-30 19:01:00,2024-09-30 19:22:00,Delayed,6239,21
FL-002695,SV-843,DXB,CDG,AC-050,2024-07-11 06:47:00,2024-07-11 06:47:00,2024-07-11 14:40:00,2024-07-11 14:31:00,On-Time,5685,0
FL-002696,SV-840,LHR,CDG,AC-015,2025-11-23 22:32:00,2025-11-23 23:12:00,2025-11-24 02:59:00,2025-11-24 03:39:00,Delayed,3205,40
FL-002697,SV-452,JED,RUH,AC-005,2024-08-27 03:58:00,2024-08-27 04:10:00,2024-08-27 09:18:00,2024-08-27 09:30:00,On-Time,3841,12
FL-002698,SV-775,RUH,JED,AC-007,2025-09-10 23:46:00,2025-09-11 00:00:00,2025-09-11 07:04:00,2025-09-11 07:18:00,On-Time,5259,14
FL-002699,SV-998,JFK,DXB,AC-024,2025-06-22 15:08:00,2025-06-22 15:18:00,2025-06-22 20:48:00,2025-06-22 20:58:00,On-Time,4089,10
FL-002700,SV-172,JED,LHR,AC-024,2025-03-25 03:39:00,2025-03-25 04:15:00,2025-03-25 08:20:00,2025-03-25 08:56:00,Delayed,3378,36
FL-002701,SV-747,CDG,DMM,AC-043,2024-01-28 15:16:00,2024-01-28 15:17:00,2024-01-28 16:16:00,2024-01-28 16:17:00,On-Time,722,1
FL-002702,SV-452,RUH,DXB,AC-019,2024-04-25 18:44:00,2024-04-25 18:56:00,2024-04-25 21:23:00,2024-04-25 21:35:00,On-Time,1913,12
FL-002703,SV-990,JFK,CDG,AC-026,2025-09-23 23:56:00,2025-09-23 23:57:00,2025-09-24 04:11:00,2025-09-24 04:12:00,On-Time,3069,1
