Delay_ID,Flight_ID,Delay_Reason,Delay_Minutes
DEL-005575,FL-024209,Maintenance,30
DEL-005576,FL-024212,Air Traffic Control,76
DEL-005577,FL-024216,Weather,32
DEL-005578,FL-024222,Air Traffic Control,18
DEL-005579,FL-024228,Air Traffic Control,35
DEL-005580,FL-024230,Weather,24
DEL-005581,FL-024233,Maintenance,69
DEL-005582,FL-024243,Late Aircraft Arrival,71
DEL-005583,FL-024248,Maintenance,79
DEL-005584,FL-024250,Weather,78
DEL-005585,FL-024253,Maintenance,83
DEL-005586,FL-024254,Late Aircraft Arrival,32
DEL-005587,FL-024261,Late Aircraft Arrival,62
DEL-005588,FL-024266,Weather,19
DEL-005589,FL-024273,Air Traffic Control,48
DEL-005590,FL-024275,Air Traffic Control,25
DEL-005591,FL-024279,Security,77
DEL-005592,FL-024281,Security,77
DEL-005593,FL-024282,Weather,128
DEL-005594,FL-024283,Weather,29
DEL-005595,FL-024284,Air Traffic Control,38
DEL-005596,FL-024311,Air Traffic Control,81
DEL-005597,FL-024322,Weather,28
DEL-005598,FL-024324,Air Traffic Control,19
DEL-005599,FL-024327,Air Traffic Control,25
DEL-005600,FL-024334,Weather,36
DEL-005601,FL-024336,Air Traffic Control,22
DEL-005602,FL-024339,Air Traffic Control,42
DEL-005603,FL-024344,Weather,63
DEL-005604,FL-024345,Late Aircraft Arrival,121
DEL-005605,FL-024350,Maintenance,97
DEL-005606,FL-024363,Security,51
DEL-005607,FL-024369,Weather,72
DEL-005608,FL-024374,Weather,48
DEL-005609,FL-024375,Weather,26
DEL-005610,FL-024376,Weather,36
DEL-005611,FL-024387,Weather,54
DEL-005612,FL-024390,Air Traffic Control,56
DEL-005613,FL-024404,Air Traffic Control,25
DEL-005614,FL-024413,Air Traffic Control,25
DEL-005615,FL-024424,Late Aircraft Arrival,95
DEL-005616,FL-024429,Air Traffic Control,24
DEL-005617,FL-024432,Weather,16
DEL-005618,FL-024433,Air Traffic Control,61
DEL-005619,FL-024436,Weather,33
DEL-005620,FL-024437,Weather,23
DEL-005621,FL-024442,Air Traffic Control,33
DEL-005622,FL-024443,Air Traffic Control,99
DEL-005623,FL-024445,Maintenance,87
DEL-005624,FL-024447,Late Aircraft Arrival,73
DEL-005625,FL-024448,Air Traffic Control,87
DEL-005626,FL-024450,Weather,61
DEL-005627,FL-024459,Late Aircraft Arrival,117
DEL-005628,FL-024467,Security,39
DEL-005629,FL-024468,Air Traffic Control,15
DEL-005630,FL-024471,Security,20
DEL-005631,FL-024472,Weather,19
DEL-005632,FL-024473,Weather,36
DEL-005633,FL-024480,Air Traffic Control,32
DEL-005634,FL-024482,Air Traffic Control,23
DEL-005635,FL-024484,Maintenance,22
DEL-005636,FL-024486,Maintenance,29
DEL-005637,FL-024490,Late Aircraft Arrival,107
DEL-005638,FL-024496,Security,48
DEL-005639,FL-024497,Maintenance,53
DEL-005640,FL-024498,Late Aircraft Arrival,34
DEL-005641,FL-024506,Weather,44
DEL-005642,FL-024508,Maintenance,34
DEL-005643,FL-024510,Maintenance,18
DEL-005644,FL-024518,Maintenance,38
DEL-005645,FL-024526,Maintenance,23
DEL-005646,FL-024529,Air Traffic Control,66
DEL-005647,FL-024531,Weather,88
DEL-005648,FL-024534,Maintenance,18
DEL-005649,FL-024536,Weather,50
DEL-005650,FL-024542,Weather,65
DEL-005651,FL-024543,Air Traffic Control,17
DEL-005652,FL-024544,Air Traffic Control,106
DEL-005653,FL-024550,Maintenance,69
DEL-005654,FL-024555,Air Traffic Control,35
DEL-005655,FL-024558,Air Traffic Control,50
DEL-005656,FL-024564,Maintenance,125
DEL-005657,FL-024565,Air Traffic Control,36
DEL-005658,FL-024566,Air Traffic Control,85
DEL-005659,FL-024567,Security,45
DEL-005660,FL-024575,Air Traffic Control,16
DEL-005661,FL-024577,Late Aircraft Arrival,29
DEL-005662,FL-024579,Air Traffic Control,37
DEL-005663,FL-024588,Weather,44
DEL-005664,FL-024591,Air Traffic Control,21
DEL-005665,FL-024594,Weather,76
DEL-005666,FL-024600,Maintenance,53
DEL-005667,FL-024601,Late Aircraft Arrival,156
DEL-005668,FL-024612,Air Traffic Control,142
DEL-005669,FL-024621,Security,20
DEL-005670,FL-024625,Late Aircraft Arrival,96
DEL-005671,FL-024626,Weather,108
DEL-005672,FL-024631,Security,21
DEL-005673,FL-024632,Late Aircraft Arrival,44
DEL-005674,FL-024644,Security,77
DEL-005675,FL-024659,Weather,66
DEL-005676,FL-024660,Weather,23
DEL-005677,FL-024661,Weather,56
DEL-005678,FL-024662,Maintenance,19
DEL-005679,FL-024665,Maintenance,45
DEL-005680,FL-024673,Weather,25
DEL-005681,FL-024678,Air Traffic Control,82
DEL-005682,FL-024679,Air Traffic Control,38
DEL-005683,FL-024681,Weather,32
DEL-005684,FL-024685,Air Traffic Control,21
DEL-005685,FL-024690,Late Aircraft Arrival,43
DEL-005686,FL-024697,Weather,46
DEL-005687,FL-024700,Air Traffic Control,118
DEL-005688,FL-024711,Air Traffic Control,35
DEL-005689,FL-024725,Maintenance,31
DEL-005690,FL-024728,Air Traffic Control,33
DEL-005691,FL-024730,Air Traffic Control,33
DEL-005692,FL-024740,Air Traffic Control,19
DEL-005693,FL-024742,Weather,43
DEL-005694,FL-024744,Maintenance,114
DEL-005695,FL-024749,Maintenance,16
DEL-005696,FL-024755,Air Traffic Control,120
DEL-005697,FL-024757,Air Traffic Control,136
DEL-005698,FL-024760,Maintenance,66
DEL-005699,FL-024765,Weather,26
DEL-005700,FL-024766,Weather,19
DEL-005701,FL-024768,Late Aircraft Arrival,105
DEL-005702,FL-024773,Air Traffic Control,88
DEL-005703,FL-024776,Maintenance,35
DEL-005704,FL-024794,Late Aircraft Arrival,55
DEL-005705,FL-024799,Weather,47
DEL-005706,FL-024801,Weather,27
DEL-005707,FL-024807,Air Traffic Control,35
DEL-005708,FL-024809,Air Traffic Control,36
DEL-005709,FL-024817,Weather,59
DEL-005710,FL-024818,Weather,18
DEL-005711,FL-024819,Security,96
DEL-005712,FL-024833,Maintenance,61
DEL-005713,FL-024838,Air Traffic Control,67
DEL-005714,FL-024840,Maintenance,94
DEL-005715,FL-024848,Maintenance,31
DEL-005716,FL-024849,Weather,73
DEL-005717,FL-024852,Maintenance,25
DEL-005718,FL-024853,Late Aircraft Arrival,19
DEL-005719,FL-024855,Maintenance,25
DEL-005720,FL-024865,Late Aircraft Arrival,18
DEL-005721,FL-024868,Weather,63
DEL-005722,FL-024869,Air Traffic Control,77
DEL-005723,FL-024872,Maintenance,30
DEL-005724,FL-024889,Weather,15
DEL-005725,FL-024890,Air Traffic Control,99
DEL-005726,FL-024901,Air Traffic Control,168
DEL-005727,FL-024902,Air Traffic Control,112
DEL-005728,FL-024903,Maintenance,24
DEL-005729,FL-024912,Air Traffic Control,60
DEL-005730,FL-024914,Air Traffic Control,38
DEL-005731,FL-024919,Air Traffic Control,99
DEL-005732,FL-024920,Maintenance,56
DEL-005733,FL-024921,Maintenance,94
DEL-005734,FL-024923,Air Traffic Control,112
DEL-005735,FL-024931,Weather,35
DEL-005736,FL-024937,Maintenance,24
DEL-005737,FL-024941,Maintenance,37
DEL-005738,FL-024942,Weather,51
DEL-005739,FL-024949,Weather,67
DEL-005740,FL-024957,Maintenance,220
DEL-005741,FL-024958,Air Traffic Control,33
DEL-005742,FL-024964,Late Aircraft Arrival,22
DEL-005743,FL-024966,Security,54
DEL-005744,FL-024969,Maintenance,26
DEL-005745,FL-024971,Late Aircraft Arrival,30
DEL-005746,FL-024977,Weather,45
DEL-005747,FL-024978,Air Traffic Control,27
DEL-005748,FL-024983,Maintenance,241
DEL-005749,FL-024999,Late Aircraft Arrival,150
DEL-005750,FL-025008,Air Traffic Control,20
DEL-005751,FL-025011,Maintenance,68
DEL-005752,FL-025012,Weather,25
DEL-005753,FL-025015,Air Traffic Control,76
DEL-005754,FL-025017,Air Traffic Control,63
DEL-005755,FL-025020,Late Aircraft Arrival,29
DEL-005756,FL-025026,Weather,50
DEL-005757,FL-025033,Late Aircraft Arrival,34
DEL-005758,FL-025039,Weather,105
DEL-005759,FL-025043,Weather,45
DEL-005760,FL-025047,Air Traffic Control,72
DEL-005761,FL-025050,Weather,94
DEL-005762,FL-025059,Air Traffic Control,17
DEL-005763,FL-025064,Air Traffic Control,33
DEL-005764,FL-025071,Weather,34
DEL-005765,FL-025075,Air Traffic Control,50
DEL-005766,FL-025076,Late Aircraft Arrival,80
DEL-005767,FL-025079,Air Traffic Control,87
DEL-005768,FL-025082,Air Traffic Control,24
DEL-005769,FL-025083,Security,37
DEL-005770,FL-025086,Late Aircraft Arrival,220
DEL-005771,FL-025097,Late Aircraft Arrival,32
DEL-005772,FL-025101,Late Aircraft Arrival,73
DEL-005773,FL-025102,Security,36
DEL-005774,FL-025113,Air Traffic Control,60
DEL-005775,FL-025117,Late Aircraft Arrival,90
DEL-005776,FL-025124,Maintenance,43
DEL-005777,FL-025132,Late Aircraft Arrival,56
DEL-005778,FL-025134,Maintenance,21
DEL-005779,FL-025136,Air Traffic Control,105
DEL-005780,FL-025137,Air Traffic Control,28
DEL-005781,FL-025138,Maintenance,18
DEL-005782,FL-025140,Weather,67
DEL-005783,FL-025142,Weather,112
DEL-005784,FL-025144,Late Aircraft Arrival,61
DEL-005785,FL-025147,Maintenance,70
DEL-005786,FL-025148,Air Traffic Control,177
DEL-005787,FL-025149,Air Traffic Control,59
DEL-005788,FL-025151,Air Traffic Control,63
DEL-005789,FL-025152,Air Traffic Control,43
DEL-005790,FL-025154,Weather,34
DEL-005791,FL-025157,Weather,53
DEL-005792,FL-025158,Weather,36
DEL-005793,FL-025159,Air Traffic Control,30
DEL-005794,FL-025179,Late Aircraft Arrival,18
DEL-005795,FL-025182,Air Traffic Control,73
DEL-005796,FL-025187,Weather,63
DEL-005797,FL-025188,Air Traffic Control,83
DEL-005798,FL-025192,Air Traffic Control,138
DEL-005799,FL-025193,Maintenance,46
DEL-005800,FL-025197,Air Traffic Control,38
DEL-005801,FL-025205,Late Aircraft Arrival,59
DEL-005802,FL-025210,Maintenance,27
DEL-005803,FL-025215,Maintenance,154
DEL-005804,FL-025222,Late Aircraft Arrival,27
DEL-005805,FL-025223,Air Traffic Control,131
DEL-005806,FL-025228,Air Traffic Control,19
DEL-005807,FL-025230,Security,30
DEL-005808,FL-025235,Maintenance,24
DEL-005809,FL-025242,Late Aircraft Arrival,40
DEL-005810,FL-025244,Weather,21
DEL-005811,FL-025246,Maintenance,24
DEL-005812,FL-025248,Air Traffic Control,29
DEL-005813,FL-025256,Air Traffic Control,66
DEL-005814,FL-025266,Maintenance,24
DEL-005815,FL-025270,Late Aircraft Arrival,22
DEL-005816,FL-025272,Weather,70
DEL-005817,FL-025274,Air Traffic Control,331
DEL-005818,FL-025275,Air Traffic Control,93
DEL-005819,FL-025279,Maintenance,69
DEL-005820,FL-025281,Air Traffic Control,30
DEL-005821,FL-025287,Maintenance,217
DEL-005822,FL-025289,Weather,57
DEL-005823,FL-025291,Air Traffic Control,30
DEL-005824,FL-025292,Air Traffic Control,59
DEL-005825,FL-025297,Air Traffic Control,76
DEL-005826,FL-025298,Late Aircraft Arrival,86
DEL-005827,FL-025303,Maintenance,56
DEL-005828,FL-025306,Maintenance,45
DEL-005829,FL-025317,Late Aircraft Arrival,31
DEL-005830,FL-025334,Maintenance,108
DEL-005831,FL-025336,Weather,74
DEL-005832,FL-025337,Air Traffic Control,67
DEL-005833,FL-025338,Security,31
DEL-005834,FL-025341,Air Traffic Control,84
DEL-005835,FL-025347,Weather,88
DEL-005836,FL-025348,Late Aircraft Arrival,80
DEL-005837,FL-025349,Air Traffic Control,49
DEL-005838,FL-025352,Security,18
DEL-005839,FL-025353,Weather,74
DEL-005840,FL-025357,Late Aircraft Arrival,55
DEL-005841,FL-025360,Security,22
DEL-005842,FL-025361,Air Traffic Control,51
DEL-005843,FL-025365,Air Traffic Control,45
DEL-005844,FL-025366,Air Traffic Control,26
DEL-005845,FL-025368,Late Aircraft Arrival,62
DEL-005846,FL-025372,Weather,48
DEL-005847,FL-025374,Weather,59
DEL-005848,FL-025376,Late Aircraft Arrival,168
DEL-005849,FL-025380,Air Traffic Control,159
DEL-005850,FL-025388,Weather,149
DEL-005851,FL-025389,Air Traffic Control,15
DEL-005852,FL-025391,Weather,53
DEL-005853,FL-025392,Security,26
DEL-005854,FL-025396,Weather,60
DEL-005855,FL-025398,Security,101
DEL-005856,FL-025401,Maintenance,184
DEL-005857,FL-025409,Late Aircraft Arrival,29
DEL-005858,FL-025410,Maintenance,52
DEL-005859,FL-025416,Air Traffic Control,39
DEL-005860,FL-025420,Air Traffic Control,58
DEL-005861,FL-025422,Weather,24
DEL-005862,FL-025432,Maintenance,23
DEL-005863,FL-025433,Weather,103
DEL-005864,FL-025436,Late Aircraft Arrival,26
DEL-005865,FL-025442,Late Aircraft Arrival,30
DEL-005866,FL-025448,Air Traffic Control,65
DEL-005867,FL-025453,Maintenance,17
DEL-005868,FL-025454,Late Aircraft Arrival,53
DEL-005869,FL-025456,Air Traffic Control,43
DEL-005870,FL-025459,Maintenance,22
DEL-005871,FL-025461,Security,46
DEL-005872,FL-025471,Security,155
DEL-005873,FL-025472,Air Traffic Control,113
DEL-005874,FL-025473,Air Traffic Control,43
DEL-005875,FL-025474,Late Aircraft Arrival,22
DEL-005876,FL-025476,Weather,56
DEL-005877,FL-025479,Air Traffic Control,21
DEL-005878,FL-025489,Air Traffic Control,64
DEL-005879,FL-025493,Late Aircraft Arrival,40
DEL-005880,FL-025496,Weather,84
DEL-005881,FL-025509,Air Traffic Control,50
DEL-005882,FL-025513,Air Traffic Control,19
DEL-005883,FL-025519,Late Aircraft Arrival,59
DEL-005884,FL-025520,Air Traffic Control,50
DEL-005885,FL-025524,Weather,24
DEL-005886,FL-025529,Air Traffic Control,52
DEL-005887,FL-025540,Maintenance,16
DEL-005888,FL-025541,Weather,36
DEL-005889,FL-025547,Air Traffic Control,72
DEL-005890,FL-025576,Late Aircraft Arrival,36
DEL-005891,FL-025577,Air Traffic Control,18
DEL-005892,FL-025580,Air Traffic Control,31
DEL-005893,FL-025586,Late Aircraft Arrival,20
DEL-005894,FL-025588,Air Traffic Control,82
DEL-005895,FL-025595,Weather,39
DEL-005896,FL-025601,Air Traffic Control,150
DEL-005897,FL-025602,Weather,33
DEL-005898,FL-025604,Late Aircraft Arrival,31
DEL-005899,FL-025606,Security,38
DEL-005900,FL-025607,Air Traffic Control,41
DEL-005901,FL-025614,Late Aircraft Arrival,29
DEL-005902,FL-025617,Air Traffic Control,19
DEL-005903,FL-025621,Weather,35
DEL-005904,FL-025623,Weather,62
DEL-005905,FL-025629,Security,97
DEL-005906,FL-025633,Weather,67
DEL-005907,FL-025635,Weather,23
DEL-005908,FL-025639,Air Traffic Control,90
DEL-005909,FL-025642,Weather,61
DEL-005910,FL-025645,Maintenance,15
DEL-005911,FL-025650,Late Aircraft Arrival,65
DEL-005912,FL-025655,Weather,30
DEL-005913,FL-025657,Maintenance,15
DEL-005914,FL-025660,Late Aircraft Arrival,77
DEL-005915,FL-025662,Maintenance,180
DEL-005916,FL-025667,Air Traffic Control,17
DEL-005917,FL-025672,Air Traffic Control,43
DEL-005918,FL-025674,Late Aircraft Arrival,92
DEL-005919,FL-025677,Weather,73
DEL-005920,FL-025690,Late Aircraft Arrival,24
DEL-005921,FL-025691,Air Traffic Control,26
DEL-005922,FL-025693,Late Aircraft Arrival,35
DEL-005923,FL-025696,Weather,209
DEL-005924,FL-025702,Late Aircraft Arrival,163
DEL-005925,FL-025703,Security,36
DEL-005926,FL-025706,Weather,28
DEL-005927,FL-025709,Weather,29
DEL-005928,FL-025711,Security,27
DEL-005929,FL-025713,Maintenance,28
DEL-005930,FL-025714,Air Traffic Control,21
DEL-005931,FL-025716,Air Traffic Control,89
DEL-005932,FL-025717,Weather,135
DEL-005933,FL-025719,Air Traffic Control,17
DEL-005934,FL-025721,Weather,32
DEL-005935,FL-025725,Maintenance,126
DEL-005936,FL-025730,Maintenance,30
DEL-005937,FL-025736,Air Traffic Control,32
DEL-005938,FL-025738,Air Traffic Control,147
DEL-005939,FL-025745,Maintenance,41
DEL-005940,FL-025746,Air Traffic Control,66
DEL-005941,FL-025749,Maintenance,18
DEL-005942,FL-025752,Air Traffic Control,105
DEL-005943,FL-025754,Maintenance,112
DEL-005944,FL-025758,Air Traffic Control,145
DEL-005945,FL-025761,Air Traffic Control,19
DEL-005946,FL-025767,Security,17
DEL-005947,FL-025771,Weather,91
DEL-005948,FL-025775,Weather,70
DEL-005949,FL-025782,Weather,45
DEL-005950,FL-025792,Air Traffic Control,15
DEL-005951,FL-025796,Late Aircraft Arrival,110
DEL-005952,FL-025800,Air Traffic Control,16
DEL-005953,FL-025802,Weather,86
DEL-005954,FL-025809,Maintenance,30
DEL-005955,FL-025811,Weather,26
DEL-005956,FL-025813,Air Traffic Control,86
DEL-005957,FL-025830,Late Aircraft Arrival,164
DEL-005958,FL-025836,Late Aircraft Arrival,37
DEL-005959,FL-025841,Air Traffic Control,101
DEL-005960,FL-025842,Air Traffic Control,18
DEL-005961,FL-025844,Maintenance,26
DEL-005962,FL-025847,Weather,38
DEL-005963,FL-025849,Late Aircraft Arrival,37
DEL-005964,FL-025850,Weather,173
DEL-005965,FL-025852,Maintenance,31
DEL-005966,FL-025859,Late Aircraft Arrival,18
DEL-005967,FL-025863,Weather,17
DEL-005968,FL-025879,Security,15
DEL-005969,FL-025884,Maintenance,19
DEL-005970,FL-025888,Air Traffic Control,106
DEL-005971,FL-025891,Air Traffic Control,73
DEL-005972,FL-025895,Maintenance,39
DEL-005973,FL-025896,Late Aircraft Arrival,69
DEL-005974,FL-025898,Maintenance,26
DEL-005975,FL-025899,Maintenance,39
DEL-005976,FL-025909,Late Aircraft Arrival,193
DEL-005977,FL-025913,Late Aircraft Arrival,64
DEL-005978,FL-025917,Air Traffic Control,59
DEL-005979,FL-025923,Maintenance,45
DEL-005980,FL-025933,Late Aircraft Arrival,40
DEL-005981,FL-025934,Maintenance,121
DEL-005982,FL-025937,Security,145
DEL-005983,FL-025946,Maintenance,44
DEL-005984,FL-025947,Security,55
DEL-005985,FL-025950,Maintenance,38
DEL-005986,FL-025953,Weather,26
DEL-005987,FL-025959,Weather,49
DEL-005988,FL-025960,Weather,105
DEL-005989,FL-025962,Air Traffic Control,85
DEL-005990,FL-025963,Weather,36
DEL-005991,FL-025966,Maintenance,142
DEL-005992,FL-025969,Weather,31
DEL-005993,FL-025974,Air Traffic Control,16
DEL-005994,FL-025977,Maintenance,47
DEL-005995,FL-025981,Weather,60
DEL-005996,FL-025985,Weather,25
DEL-005997,FL-025987,Air Traffic Control,42
DEL-005998,FL-025992,Late Aircraft Arrival,78
DEL-005999,FL-025995,Air Traffic Control,16
DEL-006000,FL-025997,Late Aircraft Arrival,28
DEL-006001,FL-026000,Weather,21
DEL-006002,FL-026009,Maintenance,64
DEL-006003,FL-026013,Weather,37
DEL-006004,FL-026021,Weather,127
DEL-006005,FL-026029,Maintenance,21
DEL-006006,FL-026030,Weather,36
DEL-006007,FL-026033,Air Traffic Control,37
DEL-006008,FL-026040,Air Traffic Control,77
DEL-006009,FL-026042,Weather,20
DEL-006010,FL-026046,Air Traffic Control,38
DEL-006011,FL-026047,Late Aircraft Arrival,32
DEL-006012,FL-026055,Late Aircraft Arrival,56
DEL-006013,FL-026056,Late Aircraft Arrival,45
DEL-006014,FL-026058,Late Aircraft Arrival,78
DEL-006015,FL-026063,Security,24
DEL-006016,FL-026065,Air Traffic Control,20
DEL-006017,FL-026067,Maintenance,24
DEL-006018,FL-026071,Air Traffic Control,215
DEL-006019,FL-026079,Maintenance,49
DEL-006020,FL-026090,Air Traffic Control,203
DEL-006021,FL-026097,Security,41
DEL-006022,FL-026100,Late Aircraft Arrival,62
DEL-006023,FL-026102,Air Traffic Control,127
DEL-006024,FL-026104,Air Traffic Control,21
DEL-006025,FL-026106,Air Traffic Control,102
DEL-006026,FL-026113,Air Traffic Control,29
DEL-006027,FL-026114,Maintenance,22
DEL-006028,FL-026122,Weather,71
DEL-006029,FL-026124,Weather,85
DEL-006030,FL-026133,Maintenance,30
DEL-006031,FL-026134,Weather,29
DEL-006032,FL-026136,Security,33
DEL-006033,FL-026137,Maintenance,24
DEL-006034,FL-026143,Late Aircraft Arrival,22
DEL-006035,FL-026144,Maintenance,29
DEL-006036,FL-026150,Late Aircraft Arrival,88
DEL-006037,FL-026155,Air Traffic Control,40
DEL-006038,FL-026162,Weather,37
DEL-006039,FL-026164,Late Aircraft Arrival,32
DEL-006040,FL-026178,Weather,59
DEL-006041,FL-026185,Security,26
DEL-006042,FL-026186,Air Traffic Control,271
DEL-006043,FL-026201,Late Aircraft Arrival,126
DEL-006044,FL-026208,Late Aircraft Arrival,44
DEL-006045,FL-026212,Security,84
DEL-006046,FL-026216,Late Aircraft Arrival,63
DEL-006047,FL-026217,Air Traffic Control,45
DEL-006048,FL-026233,Maintenance,73
DEL-006049,FL-026240,Air Traffic Control,15
DEL-006050,FL-026250,Late Aircraft Arrival,24
DEL-006051,FL-026252,Maintenance,16
DEL-006052,FL-026257,Weather,121
DEL-006053,FL-026258,Security,19
DEL-006054,FL-026261,Air Traffic Control,50
DEL-006055,FL-026262,Weather,282
DEL-006056,FL-026271,Maintenance,106
DEL-006057,FL-026276,Late Aircraft Arrival,15
DEL-006058,FL-026286,Weather,83
DEL-006059,FL-026288,Late Aircraft Arrival,35
DEL-006060,FL-026291,Weather,19
DEL-006061,FL-026294,Security,78
DEL-006062,FL-026297,Maintenance,78
DEL-006063,FL-026301,Maintenance,25
DEL-006064,FL-026304,Late Aircraft Arrival,80
DEL-006065,FL-026309,Maintenance,60
DEL-006066,FL-026314,Weather,119
DEL-006067,FL-026316,Air Traffic Control,135
DEL-006068,FL-026319,Late Aircraft Arrival,66
DEL-006069,FL-026324,Maintenance,35
DEL-006070,FL-026325,Air Traffic Control,20
